idsismo,idcountry,mag,place,time,tsunami,lng,lat,depth,danger
9439,1,3.0,"5 km W of South Hutchinson, Kansas",2017-07-30 00:13:45,0,-98.0035,38.0255,3.6,0
9440,1,3.26,"11 km SE of Mammoth Lakes, California",2017-07-30 01:01:42,0,-118.8886667,37.5696667,1.88,0
9441,1,3.05,"4 km N of Ridgely, Tennessee",2017-07-31 02:16:19,0,-89.4903333,36.3061667,4.81,0
9442,1,3.1,"30 km NNE of Val-des-Monts, Canada",2017-07-31 14:50:34,0,-75.46,45.88,21.5,0
9443,1,3.3,"10 km N of Caldwell, Kansas",2017-08-01 06:25:12,0,-97.6122,37.1282,3.79,0
9444,1,3.1,"15 km SSE of Waynoka, Oklahoma",2017-08-01 07:42:22,0,-98.8023,36.4562,6.446,0
9445,1,3.64,"56km SSW of Maneadero, B.C., MX",2017-08-01 11:00:07,0,-116.812,31.2615,5.61,0
9446,1,3.12,"9 km ENE of Hebgen Lake Estates, Montana",2017-08-01 13:16:12,0,-111.0778333,44.8021667,7.35,0
9447,1,3.1,"8 km SW of Waynoka, Oklahoma",2017-08-01 19:43:48,0,-98.9612,36.5374,9.96,0
9448,1,3.0,"6 km W of Arcadia, Oklahoma",2017-08-02 02:42:17,0,-97.3985,35.669,6.698,0
9449,1,3.3,"6 km ENE of Edmond, Oklahoma",2017-08-02 05:18:52,0,-97.4057,35.673,6.785,0
9450,1,3.3,"6 km ENE of Edmond, Oklahoma",2017-08-02 07:49:32,0,-97.4039,35.6703,6.391,0
9451,1,3.3,"6 km W of Arcadia, Oklahoma",2017-08-02 20:45:26,0,-97.4038,35.6704,6.477,0
9452,1,3.0,"6 km ENE of Edmond, Oklahoma",2017-08-02 22:16:37,0,-97.4056,35.6717,6.271,0
9453,1,4.2,"6 km ENE of Edmond, Oklahoma",2017-08-03 02:56:37,0,-97.4047,35.672,5.031,0
9454,1,3.2,"15 km SSE of Waynoka, Oklahoma",2017-08-03 04:33:51,0,-98.795,36.4564,6.503,0
9455,1,3.3,"16 km SSE of Waynoka, Oklahoma",2017-08-03 04:37:59,0,-98.7938,36.4554,6.599,0
9456,1,3.3,"6 km W of Arcadia, Oklahoma",2017-08-03 06:40:44,0,-97.403,35.6745,5.767,0
9457,1,3.1,"5 km SSE of Guthrie, Oklahoma",2017-08-03 11:05:40,0,-97.391,35.8352,6.034,0
9458,1,3.5,"9 km WSW of Shamrock, Oklahoma",2017-08-03 14:50:09,0,-96.6759,35.8639,6.432,0
9459,1,3.5,"6 km ENE of Edmond, Oklahoma",2017-08-03 16:11:46,0,-97.4071,35.6733,5.427,0
9460,1,3.5,"31 km NNE of Herlong, California",2017-08-03 21:25:01,0,-119.9854,40.4066,11.8,0
9461,1,3.2,"10 km N of Caldwell, Kansas",2017-08-05 03:14:10,0,-97.6168,37.1268,4.15,0
9462,1,3.4,"10 km N of Caldwell, Kansas",2017-08-05 03:32:52,0,-97.615,37.1248,4.11,0
9463,1,3.26,"9 km ENE of Hebgen Lake Estates, Montana",2017-08-05 11:17:11,0,-111.0706667,44.7973333,8.48,0
9464,1,3.03,"10 km WSW of Oak Shores, California",2017-08-05 17:10:23,0,-121.082,35.7306667,6.53,0
9465,1,3.4,"4 km ENE of Milan, Kansas",2017-08-05 20:13:00,0,-97.6243,37.271,2.94,0
9466,1,3.0,"5 km ENE of Milan, Kansas",2017-08-06 02:38:02,0,-97.618,37.2757,4.46,0
9467,1,3.3,"24 km SE of Wright, Wyoming",2017-08-07 19:59:21,0,-105.2748,43.595,0.0,0
9468,1,3.4,"16 km ENE of Wright, Wyoming",2017-08-07 20:10:33,0,-105.2885,43.7917,0.0,0
9469,1,3.0,"12 km SSE of Lincoln, Montana",2017-08-08 08:43:17,0,-112.6334,46.8433,8.83,0
9470,1,3.2,"6 km W of Isabella, Oklahoma",2017-08-09 07:13:36,0,-98.4083,36.2333,5.0,0
9471,1,3.1,"16 km E of Wright, Wyoming",2017-08-09 14:04:01,0,-105.287,43.7712,0.0,0
9472,1,3.49,"2km E of Big Bear Lake, CA",2017-08-09 20:40:50,0,-116.8856667,34.2396667,7.65,0
9473,1,3.0,"29 km SSE of Sleepy Hollow, Wyoming",2017-08-09 20:59:12,0,-105.2773,43.9992,0.0,0
9474,1,3.7,"10 km N of Caldwell, Kansas",2017-08-09 21:15:30,0,-97.6132,37.127,6.08,0
9475,1,3.02,"12km SE of Mammoth Lakes, CA",2017-08-09 22:08:23,0,-118.8831667,37.5545,3.76,0
9476,1,3.23,"8km W of Holtville, CA",2017-08-10 17:14:42,0,-115.4603333,32.81,11.54,0
9477,1,3.1,"44 km NW of Island Park, Idaho",2017-08-10 22:57:04,0,-111.7701,44.7013,6.27,0
9478,1,3.0,"8 km ESE of Lincoln, Montana",2017-08-11 21:30:02,0,-112.5811,46.9179,13.54,0
9479,1,3.95,"20 km E of Mono City, California",2017-08-12 03:00:10,0,-118.9173333,38.0601667,9.18,0
9480,1,3.39,"17 km N of Coalinga, California",2017-08-12 08:40:00,0,-120.3228333,36.2983333,8.2,0
9481,1,3.0,"16 km SSE of Waynoka, Oklahoma",2017-08-12 08:51:13,0,-98.7807,36.4571,6.46,0
9482,1,3.02,"26 km SE of Ruth, California",2017-08-12 16:49:34,0,-123.079,40.1131667,44.37,2
9483,1,3.1,"9 km SSE of Lincoln, Montana",2017-08-13 01:59:54,0,-112.6431,46.8781,12.77,0
9484,1,3.3,"7 km SSE of Wright, Wyoming",2017-08-13 20:03:12,0,-105.4498,43.6863,0.0,0
9485,1,3.0,"16 km SE of Waynoka, Oklahoma",2017-08-14 01:06:52,0,-98.7745,36.4583,6.239,0
9486,1,3.14,"19 km NNW of Halfway, Oregon",2017-08-14 07:20:59,0,-117.2135,45.0448333,8.41,0
9487,1,3.45,"13 km SW of Aspen Springs, California",2017-08-14 08:08:21,0,-118.8211667,37.4643333,1.98,0
9488,1,3.39,"14 km SW of Aspen Springs, California",2017-08-14 08:47:39,0,-118.8211667,37.462,2.66,0
9489,1,3.21,"10km NNE of Running Springs, CA",2017-08-14 11:11:02,0,-117.0581667,34.286,7.7,0
9490,1,3.11,"15km SW of Toms Place, CA",2017-08-14 11:37:45,0,-118.8178333,37.478,1.19,0
9491,1,3.0,"8 km E of Agar, South Dakota",2017-08-15 00:55:33,0,-99.9628,44.8394,5.0,0
9492,1,3.02,"11 km E of Hebgen Lake Estates, Montana",2017-08-15 02:03:00,0,-111.048,44.788,8.63,0
9493,1,3.1,"26 km SSE of Protection, Kansas",2017-08-15 17:05:10,0,-99.3658,36.9789,5.0,0
9494,1,3.0,"3 km S of Eveleth, MN",2017-08-15 17:13:11,0,-92.5474,47.493,0.0,0
9495,1,3.1,"28 km SSE of Protection, Kansas",2017-08-15 17:13:16,0,-99.3456,36.9692,5.0,0
9496,1,3.2,"7 km ESE of Wright, Wyoming",2017-08-15 20:03:38,0,-105.4183,43.7173,0.0,0
9497,1,3.3,"7 km ENE of Hennessey, Oklahoma",2017-08-17 03:52:32,0,-97.8157,36.1238,6.958,0
9498,1,3.14,"8km N of Cabazon, CA",2017-08-17 14:10:55,0,-116.8011667,33.9933333,16.81,0
9499,1,3.07,"61km E of Maneadero, B.C., MX",2017-08-17 21:13:32,0,-115.9235,31.6448333,9.21,0
9500,1,3.01,"19 km E of Mono City, California",2017-08-18 14:36:28,0,-118.9238333,38.062,7.84,0
9501,1,3.18,"8 km SSE of Marston, Missouri",2017-08-18 15:18:21,0,-89.5915,36.4465,12.57,0
9502,1,3.1,"13 km SE of Wright, Wyoming",2017-08-18 20:43:10,0,-105.3625,43.6812,0.0,0
9503,1,3.1,"23 km WNW of Princeton, Canada",2017-08-19 04:27:54,0,-120.8039,49.5444,6.02,0
9504,1,3.6,"8 km SE of Lincoln, Montana",2017-08-20 07:12:21,0,-112.6179,46.8913,12.35,0
9505,1,3.1,"10 km WSW of Shamrock, Oklahoma",2017-08-20 18:49:55,0,-96.6837,35.8636,6.6,0
9506,1,3.1,"22 km SE of Wright, Wyoming",2017-08-20 19:41:48,0,-105.3342,43.5813,0.0,0
9507,1,3.27,"9 km ENE of Hebgen Lake Estates, Montana",2017-08-21 03:00:48,0,-111.0883333,44.8103333,9.42,0
9508,1,3.2,"12km ENE of Cabazon, CA",2017-08-22 08:12:34,0,-116.6705,33.9578333,15.97,0
9509,1,3.0,"13 km WNW of Gillette, Wyoming",2017-08-22 17:33:30,0,-105.6579,44.3373,0.0,0
9510,1,4.12,"44km ENE of Trona, CA",2017-08-22 19:51:59,0,-116.9223333,35.9043333,6.14,0
9511,1,3.6,"6 km ENE of Edmond, Oklahoma",2017-08-23 18:03:54,0,-97.4139,35.677,5.725,0
9512,1,3.5,"15 km ENE of Wright, Wyoming",2017-08-23 21:14:12,0,-105.3194,43.8088,0.0,0
9513,1,3.2,"4 km NE of Coyle, Oklahoma",2017-08-23 22:45:06,0,-97.1979,35.9808,7.199,0
9514,1,3.0,"24 km SE of Lindsay, Texas",2017-08-24 02:12:22,0,-103.389,31.1872,1.85,0
9515,1,3.5,"5 km WSW of Cobb, California",2017-08-24 12:54:32,0,-122.7795,38.7975,1.11,0
9516,1,3.0,"5 km S of Farmers Branch, Texas",2017-08-25 11:41:34,0,-96.8887,32.8775,5.0,0
9517,1,3.1,"6 km NNE of Wakita, Oklahoma",2017-08-25 11:50:01,0,-97.885,36.9374,5.368,0
9518,1,3.0,"3 km SW of Meno, Oklahoma",2017-08-25 16:16:47,0,-98.1982,36.3621,7.176,0
9519,1,3.2,"3 km SSW of Meno, Oklahoma",2017-08-25 18:52:44,0,-98.2003,36.3583,5.0,0
9520,1,3.1,Eastern Montana,2017-08-25 19:36:05,0,-106.731,45.8754,0.0,0
9521,1,3.7,"50 km NNW of Ojinaga, Mexico",2017-08-26 16:45:02,0,-104.721,29.9942,5.0,0
9522,1,3.0,"33 km SE of Agua Prieta, Mexico",2017-08-26 23:47:40,0,-109.2628,31.1613,18.04,0
9523,1,3.0,"2 km WSW of Mayfield, Kansas",2017-08-27 15:01:15,0,-97.565,37.2495,4.53,0
9524,1,3.43,"3km NW of Castaic, CA",2017-08-27 19:46:55,0,-118.6421667,34.506,17.6,0
9525,1,3.2,"14 km E of Wright, Wyoming",2017-08-27 19:58:53,0,-105.3146,43.7396,0.0,0
9526,1,3.5,"15 km WSW of Watonga, Oklahoma",2017-08-27 21:24:42,0,-98.566,35.7871,8.47,0
9527,1,3.4,"30 km SSE of Scenic, Arizona",2017-08-28 15:03:51,0,-113.8755,36.5457,5.18,0
9528,1,3.4,"4 km WNW of Lucien, Oklahoma",2017-08-28 16:16:17,0,-97.5043,36.2837,6.583,0
9529,1,3.5,"6 km NE of Carmen, Oklahoma",2017-08-29 17:23:52,0,-98.4002,36.6135,5.888,0
9530,1,3.3,Wyoming,2017-08-29 19:23:03,0,-105.2981,43.7046,0.0,0
9531,1,3.0,"6 km NNE of Wakita, Oklahoma",2017-08-30 00:43:56,0,-97.8898,36.9357,4.726,0
9532,1,3.4,"7 km S of Cheney, Kansas",2017-08-31 07:21:16,0,-97.7708,37.5587,4.68,0
9533,1,3.52,"11 km WNW of Calistoga, California",2017-08-31 15:59:16,0,-122.7033333,38.621,6.67,0
9534,1,3.4,"15 km NE of Carlin, Nevada",2017-09-01 12:03:45,0,-115.9689,40.8043,5.8,0
9535,1,3.2,"17 km ESE of Wright, Wyoming",2017-09-01 19:00:28,0,-105.3059,43.6706,0.0,0
9536,1,3.0,"10 km ENE of Crescent Valley, Nevada",2017-09-02 05:54:53,0,-116.4597,40.4382,3.1,0
9537,1,3.5,"22 km ESE of Wright, Wyoming",2017-09-02 19:12:34,0,-105.2289,43.6779,0.0,0
9538,1,4.0,"13 km E of Soda Springs, Idaho",2017-09-02 23:55:28,0,-111.4386,42.635,6.04,0
9539,1,5.3,"12 km E of Soda Springs, Idaho",2017-09-02 23:56:52,0,-111.4492,42.6474,9.52,0
9540,1,3.36,"8 km WSW of Fairview, Wyoming",2017-09-02 23:59:15,0,-111.0818333,42.666,11.73,0
9541,1,4.07,"12 km ESE of Soda Springs, Idaho",2017-09-02 23:59:50,0,-111.4573333,42.622,6.0,0
9542,1,3.2,"16 km E of Soda Springs, Idaho",2017-09-03 00:07:14,0,-111.3986,42.6635,10.59,0
9543,1,3.4,"16 km ENE of Soda Springs, Idaho",2017-09-03 00:07:14,0,-111.4101667,42.6868333,0.95,0
9544,1,3.0,"11 km E of Soda Springs, Idaho",2017-09-03 00:11:49,0,-111.4649,42.6343,6.76,0
9545,1,3.4,"13 km ESE of Soda Springs, Idaho",2017-09-03 00:16:38,0,-111.4591,42.6054,11.25,0
9546,1,3.9,"10 km E of Soda Springs, Idaho",2017-09-03 00:17:13,0,-111.4718,42.6432,10.0,0
9547,1,3.0,"11 km ESE of Soda Springs, Idaho",2017-09-03 00:19:28,0,-111.4633,42.6281,7.38,0
9548,1,3.5,"13 km ESE of Soda Springs, Idaho",2017-09-03 00:19:45,0,-111.4517,42.6159,3.65,0
9549,1,3.1,"11 km ESE of Soda Springs, Idaho",2017-09-03 00:21:49,0,-111.4664,42.6336,2.45,0
9550,1,3.1,"14 km NNW of Georgetown, Idaho",2017-09-03 00:24:29,0,-111.4175,42.6092,10.0,0
9551,1,3.4,"11 km ESE of Soda Springs, Idaho",2017-09-03 00:25:00,0,-111.4672,42.6314,13.4,0
9552,1,3.0,"13 km ESE of Soda Springs, Idaho",2017-09-03 00:31:53,0,-111.4512,42.6181,10.96,0
9553,1,3.2,"10 km NW of Georgetown, Idaho",2017-09-03 00:32:12,0,-111.4486,42.5522,15.63,0
9554,1,4.2,"11 km ESE of Soda Springs, Idaho",2017-09-03 00:39:48,0,-111.4666,42.6286,10.0,0
9555,1,3.4,"12 km ESE of Soda Springs, Idaho",2017-09-03 00:41:24,0,-111.4629,42.6272,9.95,0
9556,1,3.1,"9 km ESE of Soda Springs, Idaho",2017-09-03 00:44:38,0,-111.4938,42.6282,6.21,0
9557,1,3.0,"12 km E of Soda Springs, Idaho",2017-09-03 00:45:55,0,-111.4477,42.6656,9.43,0
9558,1,3.4,"11 km E of Soda Springs, Idaho",2017-09-03 00:50:56,0,-111.4598,42.6454,10.0,0
9559,1,3.0,"13 km ESE of Soda Springs, Idaho",2017-09-03 00:52:14,0,-111.4472,42.6101,15.16,0
9560,1,3.0,"11 km ESE of Soda Springs, Idaho",2017-09-03 00:54:06,0,-111.4734,42.6292,8.94,0
9561,1,3.0,"10 km ESE of Soda Springs, Idaho",2017-09-03 00:55:18,0,-111.4816,42.6314,10.0,0
9562,1,3.1,"9 km E of Soda Springs, Idaho",2017-09-03 00:56:26,0,-111.49,42.6556,16.84,0
9563,1,3.5,"14 km NNW of Georgetown, Idaho",2017-09-03 01:01:58,0,-111.4327,42.6005,10.0,0
9564,1,3.5,"12 km ESE of Soda Springs, Idaho",2017-09-03 01:02:37,0,-111.4695,42.6006,10.0,0
9565,1,3.7,"9 km ENE of Soda Springs, Idaho",2017-09-03 01:02:49,0,-111.5026667,42.7005,11.44,0
9566,1,3.3,"2 km S of Freedom, Idaho",2017-09-03 01:13:36,0,-111.0462,42.9634,10.0,0
9567,1,3.1,"14 km E of Soda Springs, Idaho",2017-09-03 01:16:45,0,-111.4258,42.6358,10.0,0
9568,1,3.0,"10 km E of Soda Springs, Idaho",2017-09-03 02:13:15,0,-111.4785,42.6688,10.0,0
9569,1,3.3,"15 km E of Soda Springs, Idaho",2017-09-03 02:14:13,0,-111.4099,42.6564,10.0,0
9570,1,3.2,"8 km E of Soda Springs, Idaho",2017-09-03 02:16:04,0,-111.4991,42.6685,10.0,0
9571,1,4.1,"10 km ESE of Soda Springs, Idaho",2017-09-03 02:29:23,0,-111.4812,42.636,10.0,0
9572,1,3.0,"9 km E of Soda Springs, Idaho",2017-09-03 04:13:59,0,-111.4892,42.6698,10.0,0
9573,1,3.3,"10 km ESE of Soda Springs, Idaho",2017-09-03 04:14:36,0,-111.4797,42.6301,10.0,0
9574,1,3.3,"11 km ESE of Soda Springs, Idaho",2017-09-03 04:17:20,0,-111.4769,42.6186,10.0,0
9575,1,3.3,"9 km E of Soda Springs, Idaho",2017-09-03 04:22:00,0,-111.4898,42.6546,10.0,0
9576,1,3.7,"12 km E of Soda Springs, Idaho",2017-09-03 06:04:36,0,-111.4513,42.6484,10.0,0
9577,1,4.1,"9 km E of Soda Springs, Idaho",2017-09-03 06:05:43,0,-111.4884,42.651,10.0,0
9578,1,3.6,"7 km ENE of Georgetown, Idaho",2017-09-03 06:06:10,0,-111.2832,42.4984,10.0,0
9579,1,3.1,"20 km WSW of Coyanosa, Texas",2017-09-03 06:27:39,0,-103.2636,31.1731,5.0,0
9580,1,4.0,"10 km E of Soda Springs, Idaho",2017-09-03 06:44:52,0,-111.4805,42.6631,2.5,0
9581,1,3.0,"11 km E of Soda Springs, Idaho",2017-09-03 07:00:07,0,-111.4623,42.6652,10.0,0
9582,1,3.2,"8 km ENE of Soda Springs, Idaho",2017-09-03 08:24:18,0,-111.5011,42.6729,5.65,0
9583,1,3.7,"10 km E of Soda Springs, Idaho",2017-09-03 11:23:21,0,-111.4828,42.6701,4.4,0
9584,1,3.7,"15 km ESE of Soda Springs, Idaho",2017-09-03 13:56:29,0,-111.4264,42.6142,10.0,0
9585,1,3.6,"14 km NNW of Georgetown, Idaho",2017-09-03 14:12:52,0,-111.413,42.6073,3.1,0
9586,1,3.7,"13 km ESE of Soda Springs, Idaho",2017-09-03 14:42:17,0,-111.446,42.6144,10.0,0
9587,1,3.0,"13 km NNW of Georgetown, Idaho",2017-09-03 14:54:33,0,-111.4394,42.597,12.14,0
9588,1,3.3,"12 km SE of Soda Springs, Idaho",2017-09-03 15:47:52,0,-111.4839,42.5895,9.46,0
9589,1,3.6,"14 km E of Soda Springs, Idaho",2017-09-03 16:09:56,0,-111.428,42.6631,8.13,0
9590,1,4.7,"15 km ESE of Soda Springs, Idaho",2017-09-03 16:49:17,0,-111.4287,42.6137,10.0,0
9591,1,3.0,"12 km SE of Soda Springs, Idaho",2017-09-03 17:07:32,0,-111.4793,42.5884,10.0,0
9592,1,4.7,"10 km E of Soda Springs, Idaho",2017-09-03 17:41:39,0,-111.474,42.6381,7.69,0
9593,1,3.6,"12 km ESE of Soda Springs, Idaho",2017-09-03 18:36:46,0,-111.4633,42.6153,3.0,0
9594,1,3.4,"5 km ESE of Soda Springs, Idaho",2017-09-03 21:10:15,0,-111.5416,42.6433,10.0,0
9595,1,3.6,"7 km E of Soda Springs, Idaho",2017-09-04 00:05:24,0,-111.5118,42.6665,10.0,0
9596,1,3.4,"13 km NNW of Georgetown, Idaho",2017-09-04 00:36:33,0,-111.4493,42.5863,5.09,0
9597,1,4.5,"13 km ESE of Soda Springs, Idaho",2017-09-04 06:17:09,0,-111.4516,42.6213,5.71,0
9598,1,3.2,"12 km ESE of Soda Springs, Idaho",2017-09-04 06:20:36,0,-111.4615,42.6218,9.94,0
9599,1,3.4,"11 km ESE of Soda Springs, Idaho",2017-09-04 06:52:33,0,-111.4694,42.6168,5.45,0
9600,1,3.7,"9 km ESE of Soda Springs, Idaho",2017-09-04 06:55:27,0,-111.4951,42.623,1.89,0
9601,1,3.4,"8 km E of Soda Springs, Idaho",2017-09-04 07:34:49,0,-111.5055,42.654,10.0,0
9602,1,3.9,"9 km E of Soda Springs, Idaho",2017-09-04 07:55:05,0,-111.4858,42.6562,4.53,0
9603,1,3.0,"12 km ESE of Soda Springs, Idaho",2017-09-04 09:27:17,0,-111.4624,42.6127,10.0,0
9604,1,3.4,"10 km ENE of Carlin, Nevada",2017-09-04 10:49:02,0,-115.9973,40.7651,2.1,0
9605,1,3.1,"11 km ESE of Soda Springs, Idaho",2017-09-04 10:52:27,0,-111.4852,42.6072,1.76,0
9606,1,3.7,"13 km E of Soda Springs, Idaho",2017-09-04 19:04:57,0,-111.4411,42.6407,5.68,0
9607,1,3.68,"11 km ESE of Soda Springs, Idaho",2017-09-04 19:04:58,0,-111.4675,42.6291667,2.63,0
9608,1,3.5,"20 km ENE of Wright, Wyoming",2017-09-04 20:03:15,0,-105.2622,43.8234,0.0,0
9609,1,3.8,"13 km ESE of Soda Springs, Idaho",2017-09-04 20:12:23,0,-111.4543,42.6089,5.68,0
9610,1,3.0,"12 km E of Soda Springs, Idaho",2017-09-04 20:17:29,0,-111.4488,42.6396,10.0,0
9611,1,3.6,"12 km NNW of Georgetown, Idaho",2017-09-04 20:51:38,0,-111.4308,42.5867,10.0,0
9612,1,3.1,"9 km ENE of Soda Springs, Idaho",2017-09-04 22:10:48,0,-111.489,42.672,6.0,0
9613,1,3.8,"12 km NNW of Georgetown, Idaho",2017-09-04 22:15:45,0,-111.4135,42.5864,5.2,0
9614,1,3.1,"12 km NNW of Georgetown, Idaho",2017-09-04 22:47:11,0,-111.4218,42.5914,14.25,0
9615,1,3.5,"13 km NNW of Georgetown, Idaho",2017-09-04 22:47:42,0,-111.4379,42.5939,10.0,0
9616,1,3.2,"12 km NNW of Georgetown, Idaho",2017-09-04 22:51:27,0,-111.4254,42.5885,10.0,0
9617,1,3.3,"14 km ESE of Soda Springs, Idaho",2017-09-04 22:55:49,0,-111.4361,42.6292,6.96,0
9618,1,3.7,"1 km E of Luther, Oklahoma",2017-09-04 23:03:01,0,-97.183,35.6618,5.179,0
9619,1,3.0,southern Idaho,2017-09-04 23:13:33,0,-111.4375,42.6109,10.42,0
9620,1,3.8,"10 km NNW of Georgetown, Idaho",2017-09-04 23:14:45,0,-111.4244,42.5711,13.19,0
9621,1,4.1,"12 km ESE of Soda Springs, Idaho",2017-09-05 00:34:40,0,-111.472,42.603,5.2,0
9622,1,3.1,"12 km N of Georgetown, Idaho",2017-09-05 00:35:33,0,-111.3712,42.591,8.88,0
9623,1,4.2,"14 km NNW of Georgetown, Idaho",2017-09-05 01:32:39,0,-111.445,42.5974,10.0,0
9624,1,3.1,"11 km NNW of Georgetown, Idaho",2017-09-05 02:05:38,0,-111.4311,42.5805,10.0,0
9625,1,3.6,"13 km NNW of Georgetown, Idaho",2017-09-05 02:28:32,0,-111.4388,42.5922,10.0,0
9626,1,3.9,"12 km N of Georgetown, Idaho",2017-09-05 03:12:09,0,-111.398,42.5912,10.0,0
9627,1,3.9,"12 km ESE of Soda Springs, Idaho",2017-09-05 03:12:37,0,-111.4809,42.5951,10.0,0
9628,1,3.9,"5 km SE of Soda Springs, Idaho",2017-09-05 03:21:09,0,-111.5566,42.62,10.0,0
9629,1,3.0,"14 km NNW of Georgetown, Idaho",2017-09-05 03:38:50,0,-111.443,42.6006,10.0,0
9630,1,3.1,"13 km NNW of Georgetown, Idaho",2017-09-05 04:34:33,0,-111.4512,42.5879,10.0,0
9631,1,4.3,"12 km NNW of Georgetown, Idaho",2017-09-05 08:13:14,0,-111.4515,42.5806,2.9,0
9632,1,3.5,"10 km E of Soda Springs, Idaho",2017-09-05 09:47:10,0,-111.4727,42.6444,5.97,0
9633,1,3.2,"12 km NNW of Georgetown, Idaho",2017-09-05 10:02:01,0,-111.4332,42.5817,2.1,0
9634,1,4.3,"12 km NNW of Georgetown, Idaho",2017-09-05 20:54:15,0,-111.4174,42.5855,10.0,0
9635,1,3.4,"10 km NNW of Georgetown, Idaho",2017-09-05 20:55:03,0,-111.4065,42.5764,10.0,0
9636,1,3.2,"14 km ESE of Soda Springs, Idaho",2017-09-05 20:55:46,0,-111.443,42.6113,9.31,0
9637,1,4.3,"13 km NNW of Georgetown, Idaho",2017-09-05 21:23:18,0,-111.4373,42.5959,6.3,0
9638,1,3.4,"10 km NNW of Georgetown, Idaho",2017-09-05 21:23:53,0,-111.407,42.573,9.86,0
9639,1,3.0,"13 km NNW of Georgetown, Idaho",2017-09-05 21:43:18,0,-111.4393,42.5906,11.57,0
9640,1,3.8,"12 km NNW of Georgetown, Idaho",2017-09-05 22:32:47,0,-111.4313,42.582,5.17,0
9641,1,3.0,"9 km NNW of Georgetown, Idaho",2017-09-05 22:46:59,0,-111.411,42.5576,11.56,0
9642,1,3.8,"9 km NNW of Georgetown, Idaho",2017-09-05 23:00:16,0,-111.4162,42.5602,5.72,0
9643,1,3.2,"12 km NNW of Georgetown, Idaho",2017-09-06 02:22:10,0,-111.4189,42.5868,6.7,0
9644,1,3.0,"14 km ESE of Soda Springs, Idaho",2017-09-06 02:26:41,0,-111.4448,42.6041,7.18,0
9645,1,3.3,"6 km S of Glencoe, Oklahoma",2017-09-06 03:20:54,0,-96.9168,36.1711,7.233,0
9646,1,3.1,"12 km NNW of Georgetown, Idaho",2017-09-06 03:48:09,0,-111.4305,42.5897,10.0,0
9647,1,3.2,"12 km NNW of Georgetown, Idaho",2017-09-06 03:55:40,0,-111.4333,42.5875,10.0,0
9648,1,3.0,"13 km ESE of Soda Springs, Idaho",2017-09-06 04:27:42,0,-111.4481,42.6129,10.0,0
9649,1,3.0,"12 km ESE of Soda Springs, Idaho",2017-09-06 04:31:22,0,-111.4561,42.6161,6.68,0
9650,1,3.4,"13 km ESE of Soda Springs, Idaho",2017-09-06 04:36:28,0,-111.4674,42.5925,10.0,0
9651,1,4.6,"11 km NNW of Georgetown, Idaho",2017-09-06 04:37:44,0,-111.4444,42.572,10.0,0
9652,1,3.0,"13 km ESE of Soda Springs, Idaho",2017-09-06 04:46:56,0,-111.4563,42.5959,10.0,0
9653,1,3.8,"13 km ESE of Soda Springs, Idaho",2017-09-06 07:32:21,0,-111.4559,42.5942,6.19,0
9654,1,4.2,"13 km NNW of Georgetown, Idaho",2017-09-06 07:35:30,0,-111.4411,42.5885,7.18,0
9655,1,3.7,"12 km ESE of Soda Springs, Idaho",2017-09-06 07:51:07,0,-111.4666,42.6055,2.35,0
9656,1,3.8,"12 km NNW of Georgetown, Idaho",2017-09-06 07:54:26,0,-111.4108,42.587,10.0,0
9657,1,4.2,"13 km ESE of Soda Springs, Idaho",2017-09-06 07:55:09,0,-111.4665,42.5968,1.3,0
9658,1,4.1,"10 km ESE of Soda Springs, Idaho",2017-09-06 08:26:30,0,-111.494,42.6084,10.0,0
9659,1,3.9,"12 km NNW of Georgetown, Idaho",2017-09-06 08:26:55,0,-111.4285,42.5819,5.44,0
9660,1,3.7,"13 km ESE of Soda Springs, Idaho",2017-09-06 09:10:53,0,-111.4492,42.6047,10.0,0
9661,1,3.1,"13 km ESE of Soda Springs, Idaho",2017-09-06 09:52:54,0,-111.4534,42.6004,2.67,0
9662,1,3.0,"12 km E of Soda Springs, Idaho",2017-09-06 09:54:34,0,-111.453,42.6734,10.29,0
9663,1,3.0,"8 km NNW of Georgetown, Idaho",2017-09-06 11:18:46,0,-111.3998,42.5529,10.0,0
9664,1,3.2,"14 km NNW of Georgetown, Idaho",2017-09-06 11:41:46,0,-111.4379,42.6014,6.03,0
9665,1,3.2,"9 km WNW of Lincoln, Montana",2017-09-06 13:39:56,0,-112.7977,46.9814,19.87,0
9666,1,3.5,"9 km NNW of Georgetown, Idaho",2017-09-06 15:04:47,0,-111.4011,42.561,9.2,0
9667,1,3.1,"12 km ESE of Soda Springs, Idaho",2017-09-06 16:26:53,0,-111.4602,42.6122,5.98,0
9668,1,3.4,"10 km NNW of Georgetown, Idaho",2017-09-06 16:35:14,0,-111.4313,42.5609,10.51,0
9669,1,3.3,"30 km ESE of Wright, Wyoming",2017-09-06 19:10:29,0,-105.13,43.6702,0.0,0
9670,1,4.1,"12 km NNW of Georgetown, Idaho",2017-09-07 12:13:38,0,-111.4169,42.5849,5.81,0
9671,1,3.7,"12 km ESE of Soda Springs, Idaho",2017-09-08 02:07:14,0,-111.4571,42.6128,10.73,0
9672,1,4.3,"9 km ESE of Jefferson, Oklahoma",2017-09-08 02:26:23,0,-97.683,36.6996,6.073,0
9673,1,3.6,"17 km SSW of Weston, Colorado",2017-09-08 06:53:34,0,-104.9507,36.9956,6.27,0
